,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
79711,1346819809409957889,utah sen mitt romney harassed by trump supporters on flight to washington ,mask,764976063978045441,391,13584,0,8,NY,2021-01-06
79783,1346819701435998211,gop neocons are going full mask off theyre showing their full putrid hatred for trump thats always been there,mask,1343466526226178050,11,167,1,0,,2021-01-06
79797,1346819675284533249,the only time romneys got even the slightest bit of passion is when hes screaming at the woman to wear a mask when she asks him about trump hes instantly a little bitch mumbling head turned down,mask,885923187602620416,450,49094,0,132,,2021-01-06
79896,1346819501850062850,ok this is what your talking about the trump can do no wrong people are handicapping our country missing the big picture they care nothing about lockdowns and mask mandates they dont care about the wethepeople at all and i like leo u know,mask,1331337572879126530,18,1253,0,0,,2021-01-06
79930,1346819443628847106,all trump had to do is wear a mask to win the election dumb all kelly had to do is distance from trump to win the election dumb losers trump geogia,mask,4769395276,0,108,0,0,MD,2021-01-06
79966,1346819381846798340,yeah remember when trump said joe had the biggest mask hed ever seen,mask,62002793,8526,392717,0,1,,2021-01-06
79992,1346819339689881600,trump supporters be like first it was mask up now youre saying buckle up which is it cryin chuck sad,mask,446706022,521,14311,3,0,,2021-01-06
80068,1346819225546010626,bro ive just remembered trump flaming biden for wearing the biggest mask he has ever seen during the debate then goes on to catch the rona the following week,mask,62002793,8526,392717,1,0,,2021-01-06
80121,1346819130960261126,id like to personally thank president trump for sending hoards of his maskless delusional supporters to my neighborhood in the middle of the pandemic,mask,2439112543,936,234962,0,712,,2021-01-06
80131,1346819117513367555,well its time for me to go back to battling trumps virus my night off went quick my patients are waiting for me mask up if you have to be out do not touch your face with uncleaned hands,mask,1003266326088036353,6104,17464,0,114,,2021-01-06
80154,1346819092196556803,follow me plenty of content coming soon black christmas porn covid19 themandalorian competiton tiktok influencer viral twerk pornhub vegan wcw megantheestallion cardib ass booty cakes ebony queen ps5 xboxseriesx trump fight vaccine mask nba,mask,1345224731696488449,15,98,0,1,,2021-01-06
80415,1346818721130528769,because police often arrested 10 or more people during the protests in portland these trump supporters were stupid enough to commit crimes in front of all kinds of cameras without even having a mask on playstupidgameswinstupidprizes,mask,1325086126818779137,1,14,0,0,,2021-01-06
80601,1346818382562275328,tell your conspiracy theory to the 360000 americans who have passed away in pain from lack of oxygen continue to walk around without a mask and you will join trumps illfated numb skulls who have died due to their own ignorance,mask,763122993308442624,53,10510,0,0,,2021-01-06
80627,1346818354720477184,so when trumps swirling round the drain fox finally finds its voice on maskwearing how big is that law suit,mask,553203747,658,64103,1,0,NY,2021-01-06
80686,1346818250299109376,this is absurdthey were wearing a mask nonviolentit was the trump hat this is america boycottamericanairlines,mask,46961298,806,9489,0,1,KY,2021-01-06
80737,1346818169810378753,finally hope for broad environmental regulations that can start to heal some of the damage trump has done to our water and air i feel like i can already breathe better with my mask on our children will thank us for this,mask,3565857794,18,7,1,0,,2021-01-06
81000,1346817772429467650,fuck you and your fuckingmask hey asshat she had the mask on and made comment on it so getting removed from a plane ride for a simple comment and you endorsing this behavior only indicates that you a sheeple trump2021,mask,3073399905,12,131,8,0,,2021-01-06
81018,1346817747775348737,utah sen mitt romney harassed by loser trump supporters on flight to washington,mask,486361268,3749,608722,0,0,,2021-01-06
81186,1346817459098152960,trump pretended like he fought harder i think part of him trusted the wrong people faucibirxcdc etc etc and a larger part of him didnt trust his gut and instincts in the lockdowns mask mandates etcows also he sinned not only against america but himself too,mask,1331337572879126530,18,1253,0,0,,2021-01-06
81291,1346817271176568833,wearing a mask to disguise himself mitt is so jealous of trump he became a traitor to his constituents vote him out forever,mask,341732332,106,35074,0,0,,2021-01-06
81338,1346817192185245696,for starters everyone would be wearing a mask wuhan is back to normal bc of this seriously though i would have been mad 4 years ago at your statement but now being a patriotic american means you are trying to overthrow the electoral votes so trump can remain in office,mask,1148487249190936582,69,2173,0,0,TX,2021-01-06
81766,1346816407699402754,the question should be how much more covid is these trump supporters gonna spread ok like damm at that georgia rally was mask illegal im like damm do these white folks value others at all well i guess no lol like grow the hell up trumpets please,mask,477398690,334,1673,1,0,,2021-01-06
81857,1346816285695483904,the pandemic that you failed to acknowledge early on then neglected by refusing to convince your base to wear mask and socially distancing ultimately helped remove trump and defanged mcconnell it allowed mailin ballots which circumvented gop voter suppression,mask,1300627949599809536,7,2267,0,0,,2021-01-06
81863,1346816272684740608,trump could have simply worn a mask,mask,1344298891496345604,198,308,1,0,,2021-01-06
81911,1346816180661727232,i agree fight to the finish ann but in the end theyll have all three branches trump was handed the golden goose with this covid nightmare all he had to do was stfu say put on a mask and let the doctors speak he would have won now were fucked,mask,1326971239135633408,111,1457,0,0,,2021-01-06
81960,1346816076265488384,how can they get a permit without a condition that you must wear a mask social distancing sad our president is the maniac causing all this drama having his followers having tantrumps,mask,1400912677,82,623,0,0,,2021-01-06
82045,1346815871902216195,woman is totally rude amp shows absolutely no respect or manners no mask budding in his private space no respect 4 the pandemic much less romney he showed class everyone knows he announces his position on issues she just wanted to fight like an imbecile trump,mask,375835655,4577,103779,0,0,USA,2021-01-06
